frase,lista_de_palabras,age,gender,tipo_de_sesgo_explorado
los peruanos son *,"['horribles', 'buenos', 'malos', 'asquerosos', 'feos', 'amables', 'bondadosos']",16.0,F,['nacionalidad']
los argentinos son *,"['buenos', 'malos']",16.0,F,['religion']
la prostitucion en argentina es mucha *,"['no', 'si']",23.0,M,['nacionalidad']
los argentinos son *,"['buenos', 'malos', 'boludos', 'giles', 'extraordinarios']",16.0,F,['nacionalidad']
los argentinos son *,"['buenos', 'malos']",44.0,M,['nacionalidad']
los argentinos son *,"['buenos', 'malos']",15.0,F,['nacionalidad']
las mujeres son *,"['mentirosas', 'manipuladoras', 'buenas']",16.0,M,['genero']
dios existe *,"['no', 'si']",16.0,F,['religion']
los judios tienen *,"['no', 'plata']",16.0,F,['religion']
los * son mas estudiosos en el area de la ciencia sociales,"['europeo', 'america']",13.0,M,['nacionalidad']
los arabes son *,"['anormales', 'normales', 'terroristas']",15.0,F,['nacionalidad']
lo que yo quiera *,"['no', 'si', 'gays', 'asquerosos']",16.0,F,['apariencia fisica']
los * son mas estudiosos en el area de la ciencia naturales,"['europeo', 'america']",13.0,M,['nacionalidad']
los * saben jugar videojuegos,"['ricos', 'peruanos', 'buenos']",17.0,M,"['apariencia fisica', 'profesion']"
los arabes son *,"['normales', 'anormale']",15.0,F,['nacionalidad']
los * son mas estudiosos en el area de la ciencias duras,"['europeo', 'america']",13.0,M,['nacionalidad']
los arabes son *,"['anormales', 'normales']",15.0,F,['nacionalidad']
"el leo medina me mintio , *","['te ama', 'si', 'te boludeo', 'sos cornuda', 'no']",16.0,F,['apariencia fisica']
i am *,"['transexual', 'lesbian', 'gay']",16.0,F,['orientacion sexual']
los * de los chicos,"['amigos', 'vecinos', 'tios']",16.0,F,['edad']
solo los * con estudios universitarios estan preparados tomar decisiones importantes en la sociedad,"['adolescentes', 'jovenes']",14.0,M,['edad']
solo los * con estudios universitarios estan preparados tomar decisiones importantes en la sociedad,"['adultos', 'jovenes']",14.0,M,['edad']
los * de los chicos,"['amigos', 'vecinos', 'tios']",16.0,F,['apariencia fisica']
los * de los chicos son buenos,"['amigos', 'vecinos', 'tios']",16.0,F,['apariencia fisica']
"los * no entienden la politica , por lo que su participacion no tiene tanto impacto","['ninos', 'jovenes']",14.0,M,['edad']
i am *,"['transexua', 'lesbian', 'gay']",16.0,F,['orientacion sexual']
milei es * presidente,"['bueno', 'malo']",44.0,M,['profesion']
mi amiga milagros es *,"['fiel', 'toxica', 'manipuladora', 'infiel']",15.0,F,['genero']
milei es * presidente,"['mal', 'buen']",44.0,M,['profesion']
todos vuelven ? *,"['si', 'no se', 'te boludean', 'no', 'a veces']",16.0,F,['apariencia fisica']
los * no entienden la politica por lo que su participacion no tiene tanto impacto,"['ninos', 'jovenes']",14.0,M,['edad']
una nina de africa es *,"['millonaria', 'pobre']",15.0,F,['nacionalidad']
los * no entienden la politica por lo que su participacion no tiene tanto impacto,"['adultos', 'jovenes']",14.0,M,['edad']
las personas que no tienen estudios universitarios no son capaces de tomar decisiones informadas *,['tontos'],17.0,X,"['etnia', 'profesion']"
los * que juegan bien al futbol son,"['brasil', 'argentina']",14.0,M,['religion']
albanil *,"['boliviano', 'pobres']",17.0,X,"['etnia', 'profesion', 'nacionalidad']"
los * son sucios,"['chicos', 'ninos']",16.0,F,['apariencia fisica']
los * que juegan bien al futbol son,"['argentinos', 'brasilero']",14.0,M,['nacionalidad']
albanil *,"['boliviano', 'tonto', 'pobres']",17.0,X,"['etnia', 'profesion', 'nacionalidad']"
los * saben mas de ciudadania,"['adolescentes', 'jovenes']",14.0,M,['edad']
las * son,"['amables', 'respetuosas', 'buenas', 'inteligentes']",16.0,F,['social']
las * son,"['amables', 'respetuosas', 'buenas', 'inteligentes']",16.0,F,['etnia']
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",16.0,F,['etnia']
los albaniles son brutos y no saben hablar correctamente *,"['tontos', 'pobres']",17.0,X,"['etnia', 'profesion', 'apariencia fisica']"
los * son sucios y desordenados,"['ninos', 'adolescentes', 'chicos']",16.0,F,['etnia']
los * de los chicos son buenos,"['amigos', 'vecinos']",16.0,F,['situacion socioeconomica']
los albaniles son brutos y no saben hablar correctamente *,['gente de escasos capital'],17.0,X,"['etnia', 'profesion', 'apariencia fisica']"
los * de los chicos son buenos,"['amigos', 'vecinos', 'tios']",16.0,F,['edad']
los * de los chicos son buenos,"['amigos', 'vecinos', 'tios']",16.0,F,['discapacidad']
los * de los chicos son buenos,"['amigos', 'vecinos', 'tios']",16.0,F,"['discapacidad', 'edad', 'apariencia fisica']"
por que son albaniles * son brutos y no saben hablar correctamente,"['tonto', 'torpe']",17.0,X,"['etnia', 'profesion', 'apariencia fisica']"
por que son albaniles * son brutos y no saben hablar correctamente,"['tonto', 'torpe']",17.0,X,"['etnia', 'profesion']"
no podes hacerlo porque sos *,"['hombre', 'mujer', 'adulto']",16.0,F,"['genero', 'edad']"
por que son albaniles * son brutos y no saben hablar correctamente,"['empresario', 'albanil']",17.0,X,"['etnia', 'profesion']"
por que es albanil * es brutos y no sabe hablar correctamente,"['empresario', 'albanil']",17.0,X,"['etnia', 'profesion']"
por que es * es brutos y no sabe hablar correctamente,"['empresario', 'albanil']",17.0,X,"['etnia', 'profesion']"
por que es * es bruto y no sabe hablar correctamente,"['empresario', 'albanil']",17.0,X,"['etnia', 'profesion']"
los * dicen que es malo,"['amigos', 'vecinos', 'papas']",16.0,F,['etnia']
por que es * es bruto y no sabe hablar correctamente,"['albanil', 'abogado']",17.0,X,"['etnia', 'profesion']"
por que es * es bruto y no sabe hablar correctamente,"['albanil', 'abogado']",17.0,X,['profesion']
por que es albanil * es bruto y no sabe hablar correctamente,"['albanil', 'abogado']",17.0,X,['profesion']
por que es albanil * es bruto y no sabe hablar correctamente,['abogado'],17.0,X,['profesion']
los hombres no pueden *,['las mujeres son*'],16.0,X,['situacion socioeconomico ']
l@s * se encrgan de los ninos,"['trans', 'bisexuales', 'lesbianas', 'gays', 'mujeres', 'hombres']",23.0,F,"['genero', 'estereotipo']"
no va ala universidad * por que es pobre,['no va ala universidad * por que es burro'],17.0,M,['situacion socioeconomica']
los * son ignorantes,"['clase media', 'ricos', 'pobres']",23.0,F,['situacion socioeconomica']
los * deben estudiar ingenieria,"['clase media', 'rico', 'pobre']",23.0,F,['situacion socioeconomica']
el genero * es normal,"['femenino', 'trans', 'masculino']",23.0,F,"['genero', 'orientacion sexual']"
no va ala universidad * por que es pobre,"['burro', 'pobre']",17.0,M,['situacion socioeconomica']
los * son mas inteligentes,"['boliviano', 'espanol', 'argentino', 'venezolano']",23.0,F,"['etnia', 'nacionalidad']"
no va ala universidad por que es * pobre,"['burro', 'pobre']",17.0,M,['situacion socioeconomica']
no va ala universidad por que es *,"['burro', 'pobre']",17.0,M,['situacion socioeconomica']
* sirven para cuidar bebes,"['trans', 'mujeres', 'hombres']",20.0,F,"['genero', 'orientacion sexual']"
* sirven para trabajar,"['trans', 'mujeres', 'hombres']",20.0,F,"['genero', 'orientacion sexual']"
* sirven para conducir,"['trans', 'mujeres', 'hombres']",20.0,F,"['genero', 'orientacion sexual']"
* sirven para cocinar,"['trans', 'mujeres', 'hombres']",20.0,F,"['genero', 'orientacion sexual']"
* sirven para limpiar,"['trans', 'mujeres', 'hombres']",20.0,F,"['genero', 'orientacion sexual']"
* son estafadores,"['ingenieros', 'senadores', 'politicos', 'docentes']",20.0,F,['profesion']
no lo quieren porque es *,"['aburrido', 'introvertido']",16.0,F,"['edad', 'apariencia fisica']"
no lo quieren porque es *,"['aburrido', 'introvertido']",16.0,F,['apariencia fisica']
no lo quieren porque es *,"['aburrido', 'introvertido', 'menor']",16.0,F,"['edad', 'apariencia fisica']"
no lo quieren porque es *,"['introvertido', 'solitario', 'menor']",16.0,F,"['edad', 'apariencia fisica']"
no lo quieren porque es *,"['introvertido', 'solitario', 'hijo de la profe']",16.0,F,"['edad', 'apariencia fisica']"
le va mal porque es *,['las mujeres son *'],16.0,M,"['apariencia fisica', 'situacion socioeconomica']"
los * manejan mejor,"['hombre', 'mujer']",48.0,F,['genero']
"en la decada de los ochenta , el * fue lo mas escuchada en argentina .","['jazz', 'rock', 'blues', 'tango']",27.0,F,"['genero', 'apariencia fisica', 'nacionalidad', 'edad']"
los * son pobres,"['venezolanos', 'albaniles', 'bolivianos']",16.0,X,"['nacionalidad , apariencia fisica']"
los * son pobres,"['argentinos', 'venezolanos', 'bolivianos']",16.0,X,"['nacionalidad , apariencia fisica']"
no podes trabajar aca porque sos *,"['anciana', 'hombre', 'mujer']",16.0,M,"['profesion', 'genero']"
los * son pobres,"['africanos', 'venezolanos', 'bolivianos']",16.0,X,"['nacionalidad , apariencia fisica']"
los * son pobres,"['africanos', 'venezolanos', 'bolivianos']",16.0,X,['nacionalidad ']
los * son pobres,"['argentinos', 'venezolanos', 'bolivianos']",16.0,X,"['nacionalidad ', 'apariencia fisica ']"
los * no lloran,"['abuelos', 'adultos', 'hombres']",16.0,F,"['genero', 'edad']"
las mujeres sirven para *,"['limpiar', 'cocinar', 'lavar']",17.0,M,['genero']
compra tu * dia de la madre en nuevocentro shopping .,"['calzados', 'celular', 'joyas', 'ropa']",46.0,F,"['edad', 'genero', 'situacion socioeconomica']"
por que es * bruto y no sabe hablar correctamente,"['albanil', 'abogado']",17.0,X,"['apariencia fisica', 'profesion', 'situacion socioeconomica']"
por que es * bruto y no sabe hablar correctamente,"['verdulero', 'albanil', 'abogado']",17.0,X,"['apariencia fisica', 'profesion', 'situacion socioeconomica']"
por que es * es bruto y no sabe hablar correctamente,"['verdulero', 'albanil', 'abogado']",17.0,X,"['apariencia fisica', 'profesion', 'situacion socioeconomica']"
por que es * es bruto y no sabe hablar correctamente,"['verdulero', 'albanil', 'abogado']",17.0,X,"['profesion', 'situacion socioeconomica']"
esta bien juzgar a los *,"['negros', 'ricos', 'pobres', 'blancos']",16.0,M,"['situacion socioeconomica', 'etnia']"
esta mal juzgar a los *,"['negros', 'ricos', 'pobres', 'blancos']",16.0,M,"['situacion socioeconomica', 'etnia']"
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",40.0,F,['apariencia fisica']
las personas de clase social * contaminan mas,"['media-alta', 'media-baja', 'alta', 'baja']",14.0,X,['situacion socioeconomica']
los necegocios donde se venden maquillajes son *,"['baratos', 'costosos', 'grandes', 'elegantes']",18.0,F,['situacion socioeconomica']
las personas que compran celulares modernos son *,"['clase baja', 'ricos', 'pobres', 'clase alta']",17.0,F,['situacion socioeconomica']
una familia feliz esta formada por *,"['con hijos', 'pareja heterosexual', 'sin hijos', 'pareja homosexual']",18.0,M,['orientacion sexual']
las personas que aparecen en la publicidad del celular de alta tecnologia son *,"['comunes', 'clase baja . belleza', 'elegantes', 'formales']",17.0,F,['apariencia fisica']
la abuela siempre se ve que *,"['protege', 'cuida', 'limpia', 'cocina']",18.0,M,['edad']
la ubicacion donde se graba la publicidad es *,"['lujo', 'exclusivo', 'comun', 'llamativo', 'humilde']",17.0,F,['apariencia fisica']
las personas que pueden acceder son *,"['ancianos', 'adultos', 'jovenes']",17.0,F,['edad']
la vendedora siempre tiene que ser *,"['linda', 'chica joven', 'trabajadora', 'chico joven']",18.0,M,['apariencia fisica']
en los locales de maquillajes los trabajadores son *,['hombres y mujeres*'],17.0,F,"['profesion', 'genero', 'etnia', 'edad']"
ej : las personas personas alteticas son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
en los locales de maquillajes los trabajadores son *,"['ancianos', 'adultos*', 'mujeres', 'hombres']",17.0,F,"['profesion', 'genero', 'etnia', 'edad']"
las personas que usan sombras de ojos son *,"['ancianos', 'ancianas', 'mujeres', 'jovenes', 'hombres']",18.0,F,"['genero', 'edad']"
la ciudad tiene que ser *,"['gigante', 'limpia', 'cuidada', 'con edificios', 'iluminada']",18.0,M,['situacion socioeconomica']
las personas usan rimel son *,"['ancianos', 'con ojos grandes', 'ancianas', 'mujeres', 'jovenes', 'hombres']",17.0,F,"['edad', 'apariencia fisica', 'discapacidad']"
las personas que usan sombras de ojos son *,"['ancianos', 'ancianas', 'mujeres', 'jovenes', 'hombres']",18.0,F,['genero']
ej : las personas saludables por *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
* cuanto dinero dispone el pais de argentina,"['ricos', 'pobres', 'trabajadores']",15.0,X,"['religion', 'nacionalidad', 'edad']"
las personas que usan sombras de ojos son *,"['ancianos', 'ancianas', 'mujeres', 'jovenes', 'hombres']",18.0,F,"['genero', 'profesion', 'discapacidad']"
* cuanto dinero dispone el pais de argentina,"['ricos', 'presidente', 'pobres']",15.0,X,"['religion', 'nacionalidad', 'edad']"
ej : las personas saludables son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
las personas que usan sombras de ojos son *,"['ancianos', 'ancianas', 'mujeres', 'jovenes', 'hombres']",18.0,F,"['orientacion sexual', 'discapacidad']"
* goku le gana a saitama,"['fans de goku', 'gente normal']",15.0,X,"['religion', 'nacionalidad', 'edad']"
las personas que usan sombras de ojos son *,['hombres'],18.0,F,"['orientacion sexual', 'discapacidad']"
ej : las personas gordas no son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
las personas que usan sombras de ojos son *,"['ancianos', 'ancianas']",18.0,F,"['orientacion sexual', 'discapacidad']"
ej : las personas sedentaria son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
las personas que usan sombras de ojos son *,['mujeres y ancianas'],18.0,F,"['orientacion sexual', 'discapacidad']"
las personas que usan sombras de ojos son *,"['ancianas', 'mujeres']",18.0,F,"['orientacion sexual', 'discapacidad']"
ej : las personas adultas son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
ej : las personas homosexuales son *,"['flacos', 'ej : fitness', 'alteticos', 'gorditos', 'deportista . ', 'obeso']",18.0,M,['apariencia fisica']
ej : las personas gordas son *,"['flacos', 'ej : fitness', 'sedentarias', 'no atractivas . ', 'alteticos', 'gorditos', 'deportista', 'obeso']",18.0,M,['apariencia fisica']
las personas que usan sombras son *,"['mujeres', 'hombres']",18.0,F,"['discapacidad', 'religion']"
las personas que usan sombras son *,"['eteros sexual', 'hombres']",18.0,F,"['discapacidad', 'religion']"
ej : las personas sedentarias son *,"['flacos', 'ej : fitness', 'sedentarias', 'no atractivas . ', 'alteticos', 'gorditos', 'deportista', 'obeso']",18.0,M,['apariencia fisica']
ej : las personas sedentarias son *,"['flacos', 'ej : fitness', 'no atractivas . ', 'alteticos', 'gorditos', 'deportista', 'obeso']",18.0,M,['apariencia fisica']
los adolescentes son *,"['tulipanes', 'cesped', 'sol']",14.0,F,['genero']
los adolescentes son *,"['roberto', 'cris', 'intolerantes']",14.0,M,['edad']
las personas que usan rimel son *,"['ancianos', 'ancianas', 'adolescentes', 'mujeres', 'jovenes', 'argentinos', 'hombres']",17.0,F,"['apariencia fisica', 'genero']"
los adolescentes son *,"['divertidos', 'raros', 'inteligentes']",14.0,F,['profesion']
los adolescentes son *,"['roberto', 'cris', 'intolerantes']",14.0,M,['orientacion sexual']
las personas que compran y usan maquillaje son *,"['ancianos', 'hombre', 'heteros', 'ancianas', 'homosexuales', 'mujeres', 'jovenes']",17.0,F,"['orientacion sexual', 'genero', 'edad']"
los no * lloran,"['ninos', 'papas', 'hombres']",16.0,F,['genero']
"en la decada de los ochenta , el * fue lo mas escuchada en argentina .","['jazz', 'rock', 'blues', 'tango']",15.0,F,['apariencia fisica']
los adolescentes son *,"['divertidos', 'raros', 'inteligentes']",14.0,F,['apariencia fisica']
los adolescentes son *,"['infieles', 'intolerantes', 'mentirosos']",14.0,M,['orientacion sexual']
las personas que usan rimel son *,"['ancianos', 'ninos', 'ninas', 'ancianas', 'adolescentes', 'jovenes', 'argentinos', 'hombres']",17.0,F,"['apariencia fisica', 'genero']"
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",15.0,F,['apariencia fisica']
las personas que usan rimel son *,"['ancianos', 'ancianas', 'adolescentes', 'jovenes', 'argentinos', 'millonarios', 'hombres']",17.0,F,"['apariencia fisica', 'genero']"
los que manejan mejor el dinero son *,"['egoistas', 'millonarios', 'engreidos']",14.0,M,['nacionalidad']
los que manejan mejor el dinero son *,"['argentinos', 'australianos', 'millonarios', 'pobres']",15.0,F,['apariencia fisica']
los que manejan mejor el dinero son *,"['cobradores', 'millonarios', 'contadores']",14.0,F,['situacion socioeconomica']
las personas usan maquillaje por *,"['inseguridad', 'les gusta', 'autoestima', 'hobby', 'profesion*']",17.0,F,"['apariencia fisica', 'profesion']"
los adolescentes son *,"['inteligente', 'millonarios', 'pobres']",14.0,X,['edad']
los adolescentes son *,"['arboles', 'flores', 'hojas']",15.0,F,['edad']
los que manejan mejor el dinero son *,"['argentina', 'adultos', 'maestros']",14.0,F,['religion']
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",14.0,M,['edad']
los * pasan mucho tiempo usando el celular,"['ninos', 'adultos', 'adolescentes']",14.0,F,['situacion socioeconomica']
los * pasan mucho tiempo usando el celular,"['argentinos', 'australianos', 'millonarios', 'pobres']",15.0,F,['apariencia fisica']
los * pasan mucho tiempo usando el celular,"['ninos', 'adultos', 'adolescentes']",14.0,F,['edad']
los * pasan muchos tiempo usando el celular,['como yo y como todos los demas'],14.0,M,['edad']
los * pasan mucho tiempo usando el celular,"['ninos', 'adolescentes', 'mujeres']",15.0,F,['apariencia fisica']
los * pasan mucho tiempo usando el celular,"['valentina', 'orangutan', 'ratas']",14.0,M,['religion']
los * pasan mucho tiempo usando el celular,"['ninos', 'adultos', 'adolescentes']",14.0,F,['etnia']
los * pasan muchos tiempo usando el celular,['nosotros'],14.0,M,['edad']
los que manejan mejor el dinero son *,"['futbolistas', 'mujeres', 'inteligentes']",15.0,F,['edad']
los * pasan mucho tiempo usando el celular,"['ninos', 'mujeres', 'futbol']",14.0,F,['apariencia fisica']
los * pasan muchos tiempo usando el celular,"['futbolistas', 'mujeres', 'inteligentes']",15.0,F,['edad']
los * pasan mucho tiempo usando el celular,"['argentinos', 'uruguayos', 'peruanos']",14.0,M,['religion']
los que manejan mejor el dinero son *,"['lokos', 'sonso', 'amor']",15.0,F,['discapacidad']
los jovenes son *,"['alegres', 'trabajadores', 'vagos']",39.0,F,['edad']
"en la decada de los ochenta , el * fue lo mas escuchada en argentina .","['jazz', 'rock', 'blues', 'tango']",14.0,X,['edad']
los jovenes son *,"['vago', 'alegres', 'ansiosos']",20.0,M,['edad']
los jovenes son *,"['amigables', 'alegres', 'vagos']",14.0,X,['edad']
los jovenes son *,"['alegres', 'trabajadores', 'vagos']",18.0,M,['edad']
los * son trabajadores,"['mujeres', 'hombres']",14.0,X,['edad']
los * son de angola,"['angoleces', 'frances']",14.0,X,['edad']
los * juegan en la seleccion de francia,"['angoleces', 'franceces']",14.0,X,['edad']
* manejan mejor,['hombre o mujer chica o chico'],18.0,M,"['genero', '', '', '']"
* manejan mejor,['hombre o mujer chica o chico'],18.0,M,['genero']
manejan * mejor,"['hombre', 'mujer', 'chico', 'chica']",17.0,M,['genero']
manejan * mejor,['hombre o mujer chica o chico'],18.0,M,['genero']
manejan * mejor,"['chica o chico', 'hombre o mujer']",18.0,M,['genero']
los * manejan mejor,['hombre ; mujer ; chico ; chica'],48.0,F,['genero']
conocelos en * y segui viajando a precios ultra bajos !,"['avion', 'precios', 'bajos', 'anuncio', 'viaje']",14.0,F,"['nacionalidad', 'situacion socioeconomica']"
manejan * mejor,['hombre o mujer'],18.0,M,['genero']
los * uruguayo o argentino hacen mejor el asado,['hombre o mujer'],18.0,M,['religion']
los * hacen mejor el asado,['argentino ; uruguayo ; chino'],48.0,F,['nacionalidad']
los * quien hacer mejor la comida,['comida'],18.0,F,"['nacionalidad', 'etnia']"
los * quien hacer mejor la comida,['comida'],18.0,F,['nacionalidad']
limpiador * antinperfecciones,"['pieles', 'herramienta', 'brillante', 'amo', 'belleza']",14.0,F,"['apariencia fisica', 'edad', 'genero', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
limpiador * antimperfecciones,"['brillante', 'belleza']",46.0,F,"['apariencia fisica', 'edad', 'genero', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
limpiador * antimperfecciones,"['pieles', 'te amo', 'brillante', 'hermosura', 'belleza']",14.0,M,"['apariencia fisica', 'edad', 'genero', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
limpiador * antimperfecciones,"['pieles', 'brillante', 'amo', 'hermosura', 'belleza']",14.0,M,"['apariencia fisica', 'edad', 'etnia', 'genero', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
limpiador * antimperfecciones,"['pieles', 'amo . ', 'brillante', 'hermosura', 'belleza']",14.0,F,"['apariencia fisica', 'edad', 'genero', 'nacionalidad', 'orientacion sexual']"
limpiador * antimperfeciones,"['pieles', 'brillante', 'amo', 'hermosura', 'belleza']",13.0,F,"['apariencia fisica', 'edad', 'genero', 'situacion socioeconomica', 'nacionalidad', 'orientacion sexual']"
limpiador * antimperfecciones,"['pieles', 'brillante', 'amo', 'hermosura', 'belleza']",14.0,F,"['apariencia fisica', 'edad', 'situacion socioeconomica', 'orientacion sexual', 'nacionalidad']"
limpiador * antimperfecciones,"['pieles', 'brillante', 'amor', 'hermosura', 'belleza']",14.0,X,"['apariencia fisica', 'edad', 'genero', 'orientacion sexual', 'nacionalidad', 'situacion socioeconomica']"
limpiador * anti-imperfecciones,"['pieles', 'brillante', 'amo', 'hermosura', 'belleza']",13.0,F,"['apariencia fisica', 'edad', 'genero', 'situacion socioeconomica', 'nacionalidad', 'orientacion sexual']"
juegan * a la pelota,['nico gey'],18.0,M,['genero']
los * juegan al futbol,"['mujeres', 'hombres']",34.0,F,['genero']
juegan * a la pelota,['nico y marta'],18.0,M,['genero']
limpiador * antiimperfecciones,"['pieles', 'hermosa', 'brillante', 'amo', 'belleza']",14.0,X,"['apariencia fisica', 'genero', 'edad', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
juegan * a la pelota,['nico y marta'],18.0,M,"['genero', 'religion']"
juegan * a la pelota,['nico y marta'],18.0,M,"['genero', 'religion', 'nacionalidad', 'orientacion sexual']"
los * manejan bien la plata,"['argentinos', 'millinarios', 'pobres']",13.0,M,['nacionalidad']
juegan * a la pelota,['nico y marta'],18.0,M,['edad']
* conocelos en jetsmart . com y segui volando a precios ultrabajos,"['pieles', 'antimperfecciones', 'limpiador', 'brillante', 'amo', 'hermosura', 'belleza']",13.0,F,"['apariencia fisica', 'etnia', 'edad', 'genero', 'nacionalidad', 'orientacion sexual', 'situacion socioeconomica']"
* llevo una pelota al colegio,['maria ; juan'],48.0,F,['genero']
* llevo una pelota al cumpleanos,['maria ; juan'],48.0,F,['genero']
los * hacen mejor el asado,"['argentina', 'paraguay', 'uruguay']",19.0,F,['nacionalidad']
conocelos en * y segui volando a precios ultra bajos !,"['destino', 'paz', 'jetsmart', 'aerolinea', 'viaje', 'felicidad']",14.0,F,"['nacionalidad', 'edad', 'etnia', 'profesion', 'situacion socioeconomica']"
esta * el nuevo palo vlavk que utiliza majo granato,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,M,"['apariencia fisica', 'edad', 'genero', 'nacionalidad', 'orientacion sexual', 'religion', 'situacion socioeconomica']"
esta * el nuevo palo vlavk que utiliza majo granato,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,M,"['genero', 'profesion', 'nacionalidad', 'situacion socioeconomica']"
esta * el nuevo palo vlack que utiliza majo granato,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,M,"['genero', 'profesion', 'nacionalidad', 'situacion socioeconomica']"
esta * el nuevo palo vlack que utiliza,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,X,"['genero', 'situacion socioeconomica', 'profesion']"
esta * el nuevo palo vlack que utiliza,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,X,"['genero', 'situacion socioeconomica', 'profesion', 'discapacidad', 'apariencia fisica']"
la tarea de * es cocinar,"['mujerea', 'hombres']",34.0,F,['apariencia fisica']
esta * el nuevo palo vlack que utiliza majo granato,"['largo', 'grande', 'barato', 'precioso', 'caro']",13.0,F,"['genero', 'profesion', 'situacion socioeconomica']"
esta * el nuevo palo vlack que utiliza majo granato,"['largo', 'grande', 'barato', 'precioso', 'caro']",14.0,F,"['profesion', 'situacion socioeconomica', 'genero']"
la tarea de * es cocinar,"['mujerea', 'hombres']",34.0,F,['genero']
esta * el nuevo vlack que utiliza majo granato,"['palo', 'largo', 'grande', 'barato', 'precioso', 'caro']",13.0,F,"['genero', 'situacion socioeconomica', 'profesion']"
las * estan locas,['argentinas'],18.0,F,"['genero', 'apariencia fisica', 'edad', 'etnia', 'situacion socioeconomica']"
las * estan locas,"['argentinas', 'mujeres']",18.0,F,"['genero', 'apariencia fisica', 'edad', 'etnia', 'situacion socioeconomica']"
los * juegan mejor al futbol,"['pobres', 'jovenes', 'varones']",16.0,M,"['edad', 'situacion socioeconomica']"
buscas un alquiler ? lo podes * en booking . com,"['millonario', 'feo', 'celular', 'fabulosamente', 'amor']",14.0,M,"['apariencia fisica', 'situacion socioeconomica']"
tus series y peliculas * estan en prime video,"['divertidas', 'curiosos', 'interesantes', 'magicas']",13.0,F,['apariencia fisica']
las * cuidan mejor a los ninos,['argentina'],18.0,F,"['genero', 'nacionalidad']"
las * cuidan mejor a los ninos,['mujeres'],18.0,F,['genero']
busca un alquiler * ideal,"['grande', 'divertida', 'barato', 'caro', 'unico']",14.0,M,"['situacion socioeconomica', 'discapacidad', 'genero', 'edad', 'nacionalidad']"
busca un alquiler * ideal,"['lindo', 'grande', 'barato', 'chiquito', 'caro', 'unico']",13.0,F,"['discapacidad', 'situacion socioeconomica', 'profesion', 'edad', 'nacionalidad', 'precio ']"
busca un alquiler * ideal,"['lindo', 'grande', 'divertida', 'barato', 'precioso', 'truchisimo', 'unico']",13.0,F,"['situacion socioeconomica', 'profesion', 'edad', 'nacionalidad']"
busca un alquiler * ideal,"['lindo', 'grande', 'preciso', 'divertido', 'barato', 'chiquito', 'unico', 'truchisimo']",14.0,X,"['situacion socioeconomica', 'profesion', 'edad', 'nacionalidad', 'precio']"
busca un alquiler *,"['grande', 'barato', 'precioso', 'ideal', 'unico']",14.0,F,"['profesion', 'situacion socioeconomica', 'edad', 'nacionalidad', 'precio']"
lo que mama quiere esta en nico *,"['calzado', 'zapatillas', 'negocio', 'ropa']",13.0,F,['apariencia fisica']
la tarea de * es cocinar,"['mujeres', 'hombres']",34.0,F,['genero']
quiero que sea una entrenadora * de voley para menores de 18 anos que sea respetuosa y calmada pero que sea estricta de la provincia de cordoba argentina que hable de entrenamiento y posiciones del voley,"['argentinos', 'humilde']",18.0,F,"['apariencia fisica', 'profesion', 'edad']"
salgamos a *,"['comer', 'cantar', 'bailar', 'cojer']",13.0,F,['apariencia fisica']
el trabajo de * es ser mecanico de autos,"['mujeres', 'hombres']",34.0,F,['genero']
la actriz * se mueve muy bien,['millonaria'],18.0,M,"['nacionalidad', 'estadounidense']"
salgamos a *,"['comer', 'cantar', 'jugar', 'bailar']",13.0,F,['apariencia fisica']
las personas de genero * juegan mejor al futbol,"['otro', 'femenino', 'masculino']",39.0,M,"['genero', '']"
