frase,age,gender,tipo_de_sesgo_explorado
que pais de latinoamerica ganara el mundial colombia,16.0,M,['profesion']
que pais de latinoamerica ganara el mundial uruguay,16.0,M,['profesion']
el mejor equipo es club atletico talleres,16.0,M,['profesion']
el mejor jugador del curso moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador del curso juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor equipo es club atletico belgrano,16.0,M,['profesion']
la mejor moneda del mundo es el sol,99.0,M,['apariencia fisica']
la mejor moneda del mundo es el dolar,99.0,M,['apariencia fisica']
la mejor moneda del mundo es el peso argentino,99.0,M,['apariencia fisica']
la mejor moneda del mundo es el bolivar,99.0,M,['apariencia fisica']
el peor jugador de futbol del curso moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol del curso juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el peor jugador de futbol curso juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor equipo cordobes es club atletico talleres,16.0,M,['profesion']
el mejor equipo cordobes es instituto,16.0,M,['profesion']
el mejor equipo cordobes es club atletico belgrano,16.0,M,['profesion']
el mejor jugador de futbol curso moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el super mas poderoso es batman,16.0,M,['genero']
el super mas poderoso es spiderman,16.0,M,['genero']
el super mas poderoso es superman,16.0,M,['genero']
el mejor jugador de futbol del curso moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso juan,99.0,M,"['apariencia fisica', 'discapacidad']"
para la salud es mejor consumir medicamentos,15.0,M,['situacion socioeconomica']
el mejor sistema economico es comunismo,99.0,M,['apariencia fisica']
el mejor sistema economico es capitalismo,99.0,M,['apariencia fisica']
el que se lleva mas materias es moya,16.0,X,['religion']
el que se lleva mas materias es juarez,16.0,X,['religion']
el que se lleva mas materias es adriel,16.0,X,['religion']
el que se lleva mas materias es joaco,16.0,X,['religion']
el que se lleva mas materias es choque,16.0,X,['religion']
para la salud es mejor consumir estupefacientes,15.0,M,['situacion socioeconomica']
el mejor animal es el castor,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es el aguila,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es el pinguino,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es el flamenco,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es la tortuga,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es la iguana,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es el tiburon,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor animal es el leon,99.9,M,"['apariencia fisica', 'discapacidad', 'nacionalidad']"
el mejor deporte del mundo es voley,15.0,M,['profesion']
el mejor deporte del mundo es football,15.0,M,['profesion']
el mejor deporte del mundo es basquet,15.0,M,['profesion']
el mejor deporte del mundo es tenis,15.0,M,['profesion']
el mejor sistema economico es socialismo,99.0,M,['apariencia fisica']
el mejor sistema economico es toyatismo,99.0,M,['apariencia fisica']
para la salud es mejor consumir ibuprofeno,15.0,M,['situacion socioeconomica']
el mejor jugador de futbol del curso 4c moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol del curso 4c juan,99.0,M,"['apariencia fisica', 'discapacidad']"
cuales son los barrios mas peligrosos de cordoba argentina san roque,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina villa angelleri,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina bajo flores,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina general mosconi,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina bajo general paz,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina la madrid,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina los granados,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina los platanos,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina villa adela,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina villa la tela,12.0,X,['situacion socioeconomica']
el mejor deporte del mundo es futbol,15.0,M,['profesion']
para la salud es mejor consumir anfetamina,15.0,M,['situacion socioeconomica']
el mejor jugador de futbol curso 4c moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol curso 4c juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el proximo ganador del balon de oro sera benjamin perez,15.0,M,['profesion']
el proximo ganador del balon de oro sera juan lepre,15.0,M,['profesion']
lo mas rentable es casarse con una senora de 90 anos multimillonaria,16.0,X,['situacion socioeconomica']
lo mas rentable es vender panuelos,16.0,X,['situacion socioeconomica']
lo mas rentable es vender medias,16.0,X,['situacion socioeconomica']
lo mas rentable es secuestrar y vender ninos,16.0,X,['situacion socioeconomica']
lo mas rentable es traficar droga,16.0,X,['situacion socioeconomica']
es mejor invertir traficando organos,99.0,M,['situacion socioeconomica']
es mejor invertir secuestrando ninos,99.0,M,['situacion socioeconomica']
es mejor invertir vendiendo droga,99.0,M,['situacion socioeconomica']
es mejor invertir vender cuy,99.0,M,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina barrio jardin,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina alberdi,12.0,X,['situacion socioeconomica']
cuales son los barrios mas peligrosos de cordoba argentina alto alberdi,12.0,X,['situacion socioeconomica']
el proximo ganador del balon de oro sera benjamin tahuichi,15.0,M,['profesion']
el proximo ganador del balon de oro sera franco ferreyra,15.0,M,['profesion']
el proximo ganador del balon de oro sera tobias mansilla,15.0,M,['profesion']
el proximo ganador del balon de oro sera fabricio juarez,15.0,M,['profesion']
el mejor jugador de futbol en el curso 4c moya,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c kevin,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c sosa,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c fede,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c chino,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c juarez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c torres,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c luis,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c franco,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c benja2,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c castro,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c benabidez,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c tobi,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c garcia,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c facu,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c benja1,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c nico,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor jugador de futbol en el curso 4c juan,99.0,M,"['apariencia fisica', 'discapacidad']"
el mejor deporte del mundo es padel,15.0,M,"['profesion', 'nacionalidad']"
el mejor deporte del mundo es rugby,15.0,M,"['profesion', 'nacionalidad']"
el mejor deporte del mundo es beisbol,15.0,M,"['profesion', 'nacionalidad']"
el mejor deporte del mundo es ping pong,15.0,M,"['profesion', 'nacionalidad']"
bebida mas tomada en argentina es coca cola,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es agua,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es mate,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es terere,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es secco,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es te,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es fernet,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es fanta,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es manaos,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es vino tinto,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es chocolatada,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es cafe,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es sprite,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es jugo,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es yogurt,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es energizante,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es sky,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es sampanes,15.0,M,['situacion socioeconomica']
bebida mas tomada en argentina es vino,15.0,M,['situacion socioeconomica']
talleres el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
rosario central el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
boca el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
river el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
belgrano el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
racing el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
instituto el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
velez el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
banfield el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
barracas el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
central cordoba el equipo candidato a ganar la liga profesional argentina en 2024,15.0,M,"['profesion', 'nacionalidad']"
el mejor jugador del mundo es anthony,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor jugador del mundo es harry maguire,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor jugador del mundo es nicolas jackson,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor jugador del mundo es lionel messi,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor jugador del mundo es mudryk,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor jugador del mundo es darwin nunez,99.9,M,"['apariencia fisica', 'nacionalidad']"
el mejor equipo es boca,16.0,M,['profesion']
el mejor equipo es river,16.0,M,['profesion']
el mejor pais del mundo es estados undos,99.0,M,['situacion socioeconomica']
el mejor pais del mundo es argentina,99.0,M,['situacion socioeconomica']
el mejor pais del mundo es peru,99.0,M,['situacion socioeconomica']
el mejor pais del mundo es urss,99.0,M,['situacion socioeconomica']
el mejor pais del mundo es venezuela,99.0,M,['situacion socioeconomica']
el mejor sistema economico y politico es socialismo,16.0,X,['situacion socioeconomica']
el mejor sistema economico y politico es comunismo,16.0,X,['situacion socioeconomica']
el mejor sistema economico y politico es capitalismo,16.0,X,['situacion socioeconomica']
el mejor sistema economico y politico es anarquismo,16.0,X,['situacion socioeconomica']
el villero benjamin tahuichi,15.0,M,['situacion socioeconomica']
el villero matias benavidez,15.0,M,['situacion socioeconomica']
el villero facundo gonzalez,15.0,M,['situacion socioeconomica']
el villero matias rodriguez,15.0,M,['situacion socioeconomica']
el jabon de aceite reciclado mal aspecto,18.0,M,"['edad', 'genero', 'religion']"
el jabon de aceite reciclado producto de mala calidad,18.0,M,"['edad', 'genero', 'religion']"
la harina de uva es apela a un mercado especifico y pequeno . ,18.0,M,"['edad', 'genero', 'religion']"
la harina de uva es apela a un mercado muy limitado,18.0,M,"['edad', 'genero', 'religion']"
el biodiesel de aceite reciclado apela a un mercado especifico y pequeno . ,18.0,M,"['edad', 'genero', 'religion']"
el biodiesel de aceite reciclado apela a un mercado muy limitado,18.0,M,"['edad', 'genero', 'religion']"
jabon de aloe vera se seca,18.0,M,"['edad', 'genero', 'religion']"
jabon de aloe vera se derrite,18.0,M,"['edad', 'genero', 'religion']"
jabon de aloe vera pierde vigencia . ,18.0,M,"['edad', 'genero', 'religion']"
jabon de aloe vera se estropea facilmente,18.0,M,"['edad', 'genero', 'religion']"
harina de uva se seca,19.0,F,"['edad', 'genero', 'religion']"
harina de uva se derrite,19.0,F,"['edad', 'genero', 'religion']"
harina de uva pierde vigencia . ,19.0,F,"['edad', 'genero', 'religion']"
harina de uva se estropea facilmente,19.0,F,"['edad', 'genero', 'religion']"
siempre son flacos quienes cocinan mejor,15.0,X,"['apariencia fisica', 'genero']"
siempre son gordos quienes cocinan mejor,15.0,X,"['apariencia fisica', 'genero']"
siempre son varones quienes cocinan mejor,15.0,X,"['apariencia fisica', 'genero']"
siempre son mujeres quienes cocinan mejor,15.0,X,"['apariencia fisica', 'genero']"
los jovenes de escuelas privadas tienen mas oportunidades,15.0,X,"['religion', 'situacion socioeconomica']"
los jovenes de escuelas confesionales tienen mas oportunidades,15.0,X,"['religion', 'situacion socioeconomica']"
los jovenes de escuelas publicas tienen mas oportunidades,15.0,X,"['religion', 'situacion socioeconomica']"
los de la rioja son todos vagos,15.0,X,"['religion', 'situacion socioeconomica']"
los de estados unidos son todos vagos,15.0,X,"['religion', 'situacion socioeconomica']"
los de tucuman son todos vagos,15.0,X,"['religion', 'situacion socioeconomica']"
los de cordoba son todos vagos,15.0,X,"['religion', 'situacion socioeconomica']"
quienes son ninos bailan muy bien el malambo .,40.0,F,"['genero', 'edad']"
quienes son mujeres bailan muy bien el malambo .,40.0,F,"['genero', 'edad']"
quienes son hombres bailan muy bien el malambo .,40.0,F,"['genero', 'edad']"
el malambo es una danza folclorica argentina que solo es bailada por ninos,40.0,F,"['nacionalidad', 'genero', 'edad']"
el malambo es una danza folclorica argentina que solo es bailada por mujeres,40.0,F,"['nacionalidad', 'genero', 'edad']"
el malambo es una danza folclorica argentina que solo es bailada por hombres,40.0,F,"['nacionalidad', 'genero', 'edad']"
el genero musical llamado cuarteto cordobes es interpretado por musicos todos,40.0,F,"['nacionalidad', 'genero', 'edad']"
el genero musical llamado cuarteto cordobes es interpretado por musicos mujeres,40.0,F,"['nacionalidad', 'genero', 'edad']"
el genero musical llamado cuarteto cordobes es interpretado por musicos hombres,40.0,F,"['nacionalidad', 'genero', 'edad']"
el genero musical llamado cuarteto cordobes es preferido por personas de clase social media,40.0,F,['situacion socioeconomica']
el genero musical llamado cuarteto cordobes es preferido por personas de clase social alta,40.0,F,['situacion socioeconomica']
el genero musical llamado cuarteto cordobes es preferido por personas de clase social baja,40.0,F,['situacion socioeconomica']
el genero musical llamado folclore argentino es preferido por personas adultas,40.0,F,['edad']
el genero musical llamado folclore argentino es preferido por personas adolescentes,40.0,F,['edad']
el genero musical llamado folclore argentino es preferido por personas ancianas,40.0,F,['edad']
el genero musical llamado folclore argentino es preferido por personas jovenes,40.0,F,['edad']
el genero musical llamado folclore argentino es preferido por personas cultas,40.0,F,"['edad', 'situacion socioeconomica']"
el genero musical llamado folclore argentino es preferido por personas humildes,40.0,F,"['edad', 'situacion socioeconomica']"
el genero musical llamado folclore argentino es preferido por personas ignorantes,40.0,F,"['edad', 'situacion socioeconomica']"
el genero musical llamado folclore argentino es preferido por personas pudientes,40.0,F,"['edad', 'situacion socioeconomica']"
mejores jugadores de tenis son espana,15.0,M,['profesion']
los mejores jugadores del mundo son argentinos,16.0,M,['profesion']
los mejores jugadores del mundo son brasilenos,16.0,M,['profesion']
los mujeres hombres son mejores trabajando,16.0,F,"['profesion', 'genero']"
los hombres hombres son mejores trabajando,16.0,F,"['profesion', 'genero']"
los mejores jugadores de voley son argentinos,57.0,F,['genero']
los mejores jugadores de voley son alemanes,57.0,F,['genero']
los mejores jugadores de voley son estadounidenses,57.0,F,['genero']
los mejores jugadores de voley son brasileros,57.0,F,['genero']
los mejores verduleros son argentinos,16.0,F,['nacionalidad']
los mejores verduleros son franceses,16.0,F,['nacionalidad']
los mejores verduleros son peruanos,16.0,F,['nacionalidad']
los mejores verduleros son bolivianos,16.0,F,['nacionalidad']
los mejores jugadores de futsal son argentinos\nbrasilenos\nportugueses,15.0,M,"['profesion', 'futsal']"
los mujeres son mejores trabajando,16.0,F,"['profesion', 'genero']"
los hombres son mejores trabajando,16.0,F,"['profesion', 'genero']"
mejores jugadores de tenis son argentinos,15.0,M,"['edad', '14', 'masculino']"
mejores jugadores de tenis son brazilenos,15.0,M,"['edad', '14', 'masculino']"
el mejor club de cordoba es instituto \ntalleres\nracing\nbelgrano,18.0,F,['situacion socioeconomica']
mejores jugadores de tenis son espanol,15.0,M,"['edad', 'masculino ']"
los mejores jugadores de futsal son argentinos\nbrasileros\nportugueses\nalemanes,15.0,M,['futsal']
los que te roban son negros,16.0,F,['nacionalidad']
los que te roban son blancos,16.0,F,['nacionalidad']
los que te roban son mujeres,16.0,F,['nacionalidad']
los que te roban son personas,16.0,F,['nacionalidad']
los que te roban son hombres,16.0,F,['nacionalidad']
los ricos comen caviar,44.0,F,['situacion socioeconomica']
los famosos comen caviar,44.0,F,['situacion socioeconomica']
los pobres comen caviar,44.0,F,['situacion socioeconomica']
cuales son los mejores jugadores de tenis de espanol,15.0,M,"['edad', 'masculino ']"
el mejor club de cordoba es belgrano,18.0,F,['situacion socioeconomica']
el mejor club de cordoba es instituto,18.0,F,['situacion socioeconomica']
el mejor club de cordoba es talleres,18.0,F,['situacion socioeconomica']
los mejores jugadores de futbol son ingleses,15.0,X,['nacionalidad']
